id,popularity,original_title,director,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj
12689,0.472691,"Angus, Thongs and Perfect Snogging",Gurinder Chadha,100,Comedy|Drama|Family|Romance,Paramount Pictures|Nickelodeon Movies|Stella-del-SÃ¼d,146,6.5,2008,1.01278663380916,0.0
10190,0.472491,Towelhead,Alan Ball,111,Drama,This Is That Productions|Your Face Goes Here Entertainment,14,5.3,2008,0.0,372338.852480334
22419,0.471096,Camille,Gregory Mackenzie,94,Comedy|Drama|Romance,A-Mark Entertainment,25,6.0,2008,6076719.802855,0.0
13851,0.456683,Batman: Gotham Knight,Yasuhiro Aoki|Futoshi Higashide|Toshiyuki Kubooka|Hiroshi Morioka|Jong-Sik Nam|Shoujirou Nishimi,75,Animation|Action|Adventure,DC Comics|Warner Bros. Animation|Madhouse|Bee Train,105,6.8,2008,3544753.21833208,0.0
10362,0.45518,Two Lovers,James Gray,110,Drama|Romance,2929 Productions,76,6.5,2008,12153439.60571,3188436.65039861
13944,0.4536020000000001,Passengers,Rodrigo GarcÃ­a,93,Drama|Mystery|Thriller|Romance,TriStar Pictures|Mandate Pictures|Persistent Entertainment|Senator International|Intuition Films,111,5.5,2008,25319665.8452291,2025573.26761833
14325,0.450911,The Express,Gary Fleder,130,Drama,Davis Entertainment|Relativity Media|IDEA Filmproduktions,39,7.1,2008,40511465.35236671,9918721.84706354
14220,0.44086,Strange Wilderness,Fred Wolf,87,Comedy,Paramount Pictures|Happy Madison Productions|Pelican Productions LLC,32,4.6,2008,0.0,6659357.72312601
10900,0.436441,Surveillance,Jennifer Chambers Lynch,97,Thriller,Blue Rider Pictures|Lago Films|See Film,35,6.0,2008,3544753.21833208,1129756.40050768
13972,0.436406,The Women,Diane English,114,Comedy|Drama|Romance,New Line Cinema,60,4.6,2008,16204586.1409466,50646974.1783971
17108,0.432911,Gong fu guan lan,Chu Yen-ping,100,Action|Adventure|Comedy,Emperor Motion Pictures|Shanghai Film Group|Chang-Hong Channel Film & Video Co.,32,5.1,2008,10127866.3380916,23189500.076364104
16164,0.428849,Killshot,John Madden,95,Crime|Drama|Thriller,The Weinstein Company|FilmColony|Lawrence Bender Productions,38,6.0,2008,0.0,2998854.1332025
13506,0.4270229999999989,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,Andrey Kravchuk,123,Action|Drama|History|War,Film Direction,28,6.7,2008,2025573.26761833,38623507.506977
14326,0.422873,Nights in Rodanthe,George C. Wolfe,97,Drama|Romance,Village Roadshow Pictures|Warner Bros. Pictures|DiNovi Pictures,82,5.7,2008,0.0,85453934.00763309
13160,0.421657,Over Her Dead Body,Jeff Lowell,95,Comedy|Fantasy|Romance,Gold Circle Films,82,5.2,2008,10127866.3380916,0.0
11802,0.421518,Space Chimps,Kirk De Micco,81,Animation|Family,Starz Media|Starz Animation|Odyssey Entertainment|Studiopolis|Vanguard Animation,60,5.1,2008,37473105.4509392,64616136.6484135
13279,0.417779,Lakeview Terrace,Neil LaBute,110,Drama|Crime|Thriller,Screen Gems|Overbrook Entertainment,147,5.8,2008,20255732.676183306,27993450.916511104
10378,0.25618,Big Buck Bunny,Sacha Goedegebure,8,Animation|Comedy,Blender Foundation,37,6.5,2008,151917.995071375,0.0
13613,0.401061,Day of the Dead,Steve Miner,86,Horror|Action|Thriller,Taurus Entertainment Company|Millennium Films|Emmett/Furla Films|Nu Image Entertainment GmbH|D.O.D. Productions,47,4.7,2008,18230159.408565,0.0
13459,0.397358,Barbie in 'A Christmas Carol',William Lau,76,Animation|Family,Rainmaker Entertainment|Mattel,24,7.0,2008,0.0,4554412.36701605
12245,0.395538,The Oxford Murders,Ãlex de la Iglesia,107,Crime|Mystery|Thriller,La Fabrique de Films|Telecinco Cinema,99,5.8,2008,14280291.5367092,0.0
14613,0.395118,Next Avengers: Heroes of Tomorrow,Jay Oliva,78,Animation|Family,Marvel Studios,32,6.3,2008,0.0,3848589.20847483
14073,0.389554,Jodhaa Akbar,Ashutosh Gowariker,213,Action|Adventure|Drama|Foreign|History,UTV Motion Pictures|Ashutosh Gowariker Productions Pvt. Ltd.,48,7.8,2008,8483911.07409263,13166226.2395191
8617,0.388417,Prom Night,Nelson McCormick,88,Crime|Horror,Alliance Films,78,5.1,2008,0.0,14985430.051486
7916,0.388151,Far Cry,Uwe Boll,95,Action|Science Fiction|Thriller,Boll Kino Beteiligungs GmbH & Co. KG|Brightlight Pictures Inc.|Far Cry Productions,42,3.1,2008,30383599.014275,0.0
13973,0.382852,Choke,Clark Gregg,92,Comedy|Drama,Fox Searchlight Pictures|Contrafilm|ATO Pictures|Aramid Entertainment Fund|Dune Entertainment III,54,6.1,2008,3038359.9014275,3879111.55925794
13990,0.371517,The Wackness,Jonathan Levine,99,Drama,SBK Pictures|Occupant Entertainment,40,6.3,2008,6076719.802855,2937055.91838074
8944,0.368391,What Just Happened,Barry Levinson,104,Comedy|Drama,2929 Productions|Linson Entertainment|Art Linson Productions|Tribeca Productions,68,5.1,2008,25319665.8452291,6758752.60336804
13300,0.363031,Hell Ride,Larry Bishop,84,Action|Thriller,Dimension Films,20,5.7,2008,0.0,196771.276722881
15801,0.361308,What Doesn't Kill You,Brian Goodman,100,Action|Crime|Drama,Yari Film Group,10,7.0,2008,0.0,45445.7618322849
14556,0.360706,Pour elle,Fred CavayÃ©,96,Drama|Thriller,Wild Bunch|FidÃ©litÃ© Films|TF1 Films Production|TPS Star|Jerico,34,6.6,2008,10127866.3380916,0.0
8884,0.359106,Franklyn,Gerald McMorrow,98,Drama|Fantasy|Science Fiction,UK Film Council|Aramid Entertainment Fund|Film4|Recorded Picture Company (RPC),41,5.5,2008,12153439.60571,0.0
14423,0.35338,First Sunday,David E. Talbert,96,Action|Comedy,Cube Vision,24,5.2,2008,0.0,39300795.4021107
1782,0.35254,Afterwards,Gilles Bourdos,107,Drama|Thriller|Mystery,Christal Films,23,5.6,2008,15596914.1606611,0.0
14299,0.34920300000000004,Cadillac Records,Darnell Martin,109,Drama|History|Music,Parkwood Entertainment,36,6.9,2008,12153439.60571,0.0
16710,0.3487,Meet the Browns,Tyler Perry,100,Comedy|Drama|Romance,Lions Gate Films,27,6.4,2008,0.0,42475655.6476831
18176,0.345926,Assassination of a High School President,Brett Simon,93,Comedy|Crime|Mystery|Thriller,Vertigo Entertainment|Yari Film Group,53,6.2,2008,11647046.2888054,70453.4893943009
13805,0.812489,Disaster Movie,Jason Friedberg|Aaron Seltzer,87,Action|Comedy,Grosvenor Park Media Ltd.|LionsGate|3 in the Box,130,3.3,2008,25319665.8452291,14289694.2478175
14048,0.344268,Man on Wire,James Marsh,94,Thriller|Documentary|Crime|History,UK Film Council|Red Box Films|Discovery Films|BBC Storyville|Wall to Wall,140,7.6,2008,0.0,2995800.58150157
12412,0.359217,Miracle at St. Anna,Spike Lee,160,Thriller|Drama|Action|Crime|War,Rai Cinema|40 Acres & A Mule Filmworks|Touchstone Pictures|On My Own,51,6.3,2008,45575398.5214125,9443053.43826883
13803,0.335675,Amusement,John Simpson,85,Horror|Thriller,New Line Cinema|Picturehouse Entertainment|Macari/Edelstein,37,5.0,2008,6076719.802855,0.0
13596,0.335116,My Best Friend's Girl,Howard Deutch,101,Comedy,Lionsgate|New Wave Entertainment|Management 360|Terra Firma Films|Superfinger Entertainment,127,5.3,2008,20255732.676183306,37088761.0257016
8279,0.333395,Paris,CÃ©dric Klapisch,130,Drama,France 2 CinÃ©ma|Canal+|Studio Canal|TPS Star|Ce Qui Me Meut Motion Pictures,48,6.3,2008,19242946.042374104,23851125.2262058
10185,0.326352,The Midnight Meat Train,RyÃ»hei Kitamura,98,Mystery|Drama|Crime|Thriller|Horror,Lions Gate Films|Lakeshore Entertainment|GreeneStreet Films|Midnight Picture Show,130,5.7,2008,15191799.5071375,3578405.07981366
14353,0.324091,Repo! The Genetic Opera,Darren Lynn Bousman,98,Horror|Comedy|Music|Science Fiction,Lions Gate Films,49,6.5,2008,0.0,190531.498271983
13256,0.32288,Mutant Chronicles,Simon Hunter,111,Action|Adventure|Horror|Science Fiction,Isle of Man Film|Edward R. Pressman Film|Paradox Entertainment|First Foot Films,61,5.1,2008,8102293.07047334,2059162.33632861
18616,0.31438,No Man's Land: The Rise of Reeker,Dave Payne,88,Horror|Thriller,"Institution, The",13,4.7,2008,2025573.26761833,0.0
10187,0.308655,Swing Vote,Joshua Michael Stern,120,Drama|Comedy,Touchstone Pictures,34,5.7,2008,21268519.3099925,17825044.7550413
13793,0.308286,Flashbacks of a Fool,Baillie Walsh,110,Drama,Left Turn Films|Ugly Duckling Films,23,6.7,2008,0.0,1121703.73398227
9022,0.305643,All the Boys Love Mandy Lane,Jonathan Levine,90,Horror|Mystery|Thriller,Occupant Films,116,5.5,2008,759589.975356875,0.0
23963,0.29296500000000003,Pontypool,Bruce McDonald,93,Horror|Mystery|Science Fiction,Ponty Up Pictures|Shadow Shows,60,6.5,2008,1519179.95071375,0.0
13107,0.283736,Henry Poole Is Here,Mark Pellington,99,Comedy|Drama,Lakeshore Entertainment|Camelot Pictures|Overture Films,28,5.8,2008,0.0,1853315.47858017
20268,0.283538,Ãšltima Parada 174,Bruno Barreto,108,Drama|Crime,Paramount Pictures|Moonshot Pictures|Movie%26Art|Lereby,21,7.3,2008,4760097.17890308,0.0
14940,0.282915,Gigantic,Matt Aselton,99,Comedy|Romance,Gigantic Movie|Epoch Films,24,5.6,2008,0.0,168009.149109335
10523,0.282905,W.,Oliver Stone,131,Drama|History,Ixtlan Productions|Emperor Motion Pictures|Global Entertainment Group,71,5.6,2008,25420944.5086101,29883752.3501713
15741,0.280928,Dorothy Mills,AgnÃ¨s Merlet,102,Drama|Thriller|Mystery|Horror,FidÃ©litÃ© Productions|Octagon Films|Irish Film Board|Euroimages Fund of the Council of Europe,22,6.0,2008,506393.31690458296,0.0
14438,0.280555,Fireproof,Alex Kendrick,122,Drama,Carmel Entertainment|Provident Films|Samuel Goldwyn Films|Affirm Films|Sherwood Pictures,54,7.5,2008,506393.31690458296,33884110.6740824
17334,0.280443,The Other End of the Line,James Dodson,106,Comedy|Romance,Adlabs Films Ltd.|Metro-Goldwyn-Mayer Pictures|Hyde Park Entertainment|Brass Hat Films,29,6.2,2008,14179012.873328302,0.0
12890,0.278543,Smart People,Noam Murro,95,Comedy|Drama|Romance,Miramax Films|Sherazade Film Development|Groundswell Productions|QED International|Corduroy Films,34,5.5,2008,7089506.43666417,10705118.259044
8669,0.274362,Charlie Bartlett,Jon Poll,97,Comedy|Drama,Metro-Goldwyn-Mayer (MGM),110,6.4,2008,12153439.60571,0.0
12400,0.267935,Redbelt,David Mamet,99,Drama,Sony Pictures Classics,30,6.4,2008,7089506.43666417,0.0
10488,0.768409,Nim's Island,Jennifer Flackett|Mark Levin,96,Adventure|Comedy|Family|Fantasy,Walden Media,183,5.5,2008,37473105.4509392,101355981.538115
14248,0.259988,Igor,Anthony Leondis,87,Animation|Comedy|Family|Fantasy,Exodus Film Group|Exodus Productions,89,5.4,2008,25319665.8452291,30383599.014275
14643,0.259356,Boot Camp,Christian Duguay,99,Drama|Thriller,CD Films|Edgey Productions,33,6.1,2008,14179012.873328302,0.0
13260,0.25588,Semi-Pro,Kent Alterman,91,Comedy,New Line Cinema|Donners' Company|Mosaic Media Group|Road Rebel,136,5.3,2008,0.0,33900855.0754991
16409,0.253956,Last Chance Harvey,Joel Hopkins,92,Drama|Comedy|Romance,Process Productions|Overture Films,36,5.8,2008,0.0,15069680.7331927
13092,0.659884,How to Lose Friends & Alienate People,Robert B. Weide,110,Comedy|Romance|Drama,UK Film Council|Intandem Films|Aramid Entertainment Fund|Film4|Lipsync Productions,106,6.0,2008,27345239.1128475,17507332.5752287
4627,0.243765,Krabat,Marco Kreuzpaintner,120,Action|Fantasy|Horror,Krabat Filmproduktion|Seven Pictures Film,39,6.4,2008,8102293.07047334,0.0
16564,0.239048,Oorlogswinter,Martin Koolhoven,103,Drama|History|War,Max TV|Prime Time|Isabella Films B.V.|Fu Works|Isabella Films,41,6.8,2008,4051146.53523667,536825.529677281
15749,0.234772,While She Was Out,Susan Montford,108,Action|Adventure|Drama|Horror|Thriller,Grosvenor Park Media Ltd.|Insight Film Studios|Redwood Palms Pictures|Victoria Filmproduktion|Proud Mary Entertainment,18,4.7,2008,6076719.802855,396414.816339246
8942,0.232479,Wendy and Lucy,Kelly Reichardt,80,Drama,Glass Eye Pix|Film Science|Washington Square Films|Field Guide Films,27,6.6,2008,202557.326761833,0.0
3511,0.447804,The BrÃ¸ken,Sean Ellis,88,Thriller|Drama|Horror,Gaumont|Left Turn Films|Ugly Duckling Films|Gaumont International|Thriller,31,5.0,2008,6785670.44652142,0.0
13490,0.224471,Welcome Home Roscoe Jenkins,Malcolm D. Lee,114,Comedy|Drama,Universal Pictures|Spyglass Entertainment,31,6.1,2008,35447532.1833208,44208931.603277706
22152,0.224208,Lymelife,Derick Martini,95,Comedy|Drama,Cappa Productions|Bartlett Films|Cappa Defina Productions|El Dorado Pictures,17,5.4,2008,1519179.95071375,0.0
14145,0.22223,Dark Floors,Pete Riski,85,Fantasy|Horror,Solar Films|Yleisradio (YLE)|Icelandic Filmcompany|Kisi Production,28,4.5,2008,4354982.52537942,0.0
14054,0.220417,Snow Angels,David Gordon Green,106,Drama|Romance,Crossroads Films,18,6.9,2008,0.0,419702.832197054
19611,0.279117,Bo chi tung wah,Benny Chan,110,Thriller,Emperor Motion Pictures|Warner China Film HG Corporation|Armor Entertainment|BNJArmor|Sirius Pictures International,13,7.0,2008,5823523.14440271,0.0
168643,0.214856,XIII,Duane Clark,173,Action|Crime|Mystery,Prodigy Pictures|Cipango,25,5.4,2008,21268519.3099925,0.0
31299,0.204746,Little Ashes,Paul Morrison,112,Drama|Romance,APT Films,18,5.4,2008,2531966.58452291,0.0
14467,0.193779,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,155,Drama|Comedy|Romance,PVR Cinemas,18,6.4,2008,2329409.25776108,11241931.6352817
20181,0.284963,Tunnel Rats,Uwe Boll,92,Action|Drama|War,Boll KG|Horst Hermann Medienproduktion|ZenHQ Films,10,4.0,2008,8102293.07047334,0.0
13200,0.17666500000000002,Red,Lucky McKee|Trygve Allister Diesen,90,Drama|Thriller,Billy Goat Pictures|Tenk,15,6.3,2008,2531966.58452291,0.0
16921,0.172791,Autopsy,Adam Gierasch,84,Horror|Thriller,A-Mark Entertainment|FlipZide Pictures|Project 8 Films|Parallel Media|Voodoo Production Services,21,4.5,2008,15191799.5071375,0.0
13996,0.168979,Bottle Shock,Randall Miller,110,Comedy|Drama,Zininsa Film Production|Intellectual Properties Worldwide,31,6.4,2008,5063933.16904583,4092253.51912971
14452,0.19719,Kill Switch,Jeff King,96,Action|Thriller,Nu Image Films|Peace Arch Entertainment Group|Insight Film Studios|Steamroller Productions|Canadian Film or Video Production Tax Credit (CPTC),15,4.7,2008,10127866.3380916,0.0
15457,0.158418,Faubourg 36,Christophe Barratier,120,Drama,GalatÃ©e Films|Novo Arturo Films|Constantin Film Produktion|PathÃ©|France 2 CinÃ©ma,14,5.3,2008,0.0,861450.991052232
26010,0.156827,Long nga,Nicky Li Chung-Chi,89,Action|Adventure|Foreign,Seasonal Film Corporation|Gold Label Entertainment|Neway Star Pictures,13,6.2,2008,522383.1922791621,0.0
7351,0.281186,Julia,Erick Zonca,138,Drama,Le Bureau|Jaibol Films,10,7.1,2008,6076719.802855,1316622.62395191
16279,0.464581,The Great Buck Howard,Sean McGinly,87,Comedy|Drama,Bristol Bay Productions|Playtone,40,5.9,2008,0.0,912205.780418945
20764,0.086287,Sleep Dealer,Alex Rivera,90,Drama|Science Fiction|Thriller,Likely Story,18,5.8,2008,2531966.58452291,108934.31754588
12683,0.128781,Alone in the Dark 2,Michael Roesch|Peter Scheerer,88,Action|Fantasy|Horror,HJB Filmproduktion,13,3.2,2008,4658818.51552217,0.0
22556,0.127309999999999,The Yellow Handkerchief,Udayan Prasad,102,Drama|Romance,area japan,30,6.6,2008,15191799.5071375,321053.362917506
13636,0.111351,Bigger Stronger Faster*,Chris Bell,105,Documentary,BSF Film,21,6.8,2008,0.0,311746.866539433
13797,0.107245,Feast II: Sloppy Seconds,John Gulager,97,Action|Comedy|Horror,Neo Art & Logic|LivePlanet|Dimension Extreme,22,5.1,2008,2025573.26761833,0.0
32579,0.104739,La Misma Luna,Patricia Riggen,106,Drama|Foreign,20th Century Fox,16,7.3,2008,0.0,23609465.2202993
23174,0.101795,It's Alive,Josef Rusnak,80,Horror,Alive Productions|Amicus Entertainment,11,4.2,2008,11140652.9719008,15698192.824042002
16999,0.101733,Fire and Ice: The Dragon Chronicles,Pitof,84,Drama|Fantasy|Adventure,Media Pro Pictures,15,4.6,2008,3038359.9014275,0.0
26233,0.364854,April Fool's Day,Phil Flores|Mitchell Altieri,91,Horror,360 Pictures,11,4.1,2008,5063933.16904583,0.0
19116,0.093841,Asylum,David R. Ellis,93,Horror|Science Fiction,Hyde Park Films|Mad Scientist Productions,12,3.5,2008,22281305.9438016,0.0
19197,0.08972000000000001,Mum & Dad,Steven Sheil,84,Horror|Thriller,EM Media|Film London|2am Films,23,6.3,2008,172173.727747558,0.0
15705,0.089104,Incendiary,Sharon Maguire,113,Drama|Thriller|Romance,Capitol Films|Wild Bear Films|Archer Street Productions|UK Film Council|Aramid Entertainment Fund,27,5.3,2008,10127866.3380916,0.0
15846,0.085583,The Burrowers,J.T. Petty,96,Action|Horror|Western,Blue Star Pictures,21,5.5,2008,7089506.43666417,0.0
19375,0.07254,Were The World Mine,Tom Gustafson,95,Music|Romance,Speak Productions,11,5.4,2008,0.0,121091.808298125
13359,0.021371,Expelled: No Intelligence Allowed,Nathan Frankowski,90,Documentary,Premise Media Corporation,12,4.5,2008,3544753.21833208,7798457.08033059
15125,0.0074870000000000015,Dante 01,Marc Caro,82,Science Fiction,Eskwad|StudioCanal|Wild Bunch|Canal+|CinÃ©CinÃ©ma,18,4.5,2008,8102293.07047334,0.0
33295,0.005391,More Than a Game,Kristopher Belman,105,Documentary|Family,Harvey Mason Media,10,6.4,2008,0.0,898371.115001112
19713,0.002514,How to Be,Oliver Irving,85,Comedy|Drama|Foreign,How To Be Films,11,4.5,2008,506393.31690458296,0.0
1771,7.9592279999999915,Captain America: The First Avenger,Joe Johnston,124,Action|Adventure|Science Fiction,Marvel Studios,5025,6.5,2011,135715725.96280602,359229613.559164
64690,5.903353,Drive,Nicolas Winding Refn,100,Drama|Action|Thriller|Crime,Bold Films|Marc Platt Productions|Odd Lot Entertainment|FilmDistrict|Motel Movies,2347,7.3,2011,14540970.638872,73844056.81448041
12445,5.711315,Harry Potter and the Deathly Hallows: Part 2,David Yates,130,Adventure|Family|Fantasy,Warner Bros.|Heyday Films|Moving Picture Company (MPC),3750,7.7,2011,121174755.323934,1287183997.5648699
1865,4.9551300000000005,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,136,Adventure|Action|Fantasy,Walt Disney Pictures|Jerry Bruckheimer Films|Moving Picture Company (MPC),3180,6.3,2011,368371256.18475896,990417500.348983
61791,4.50453,Rise of the Planet of the Apes,Rupert Wyatt,105,Thriller|Action|Drama|Science Fiction,20th Century Fox,2578,6.9,2011,90154017.96100692,468083718.184356
10195,4.12352,Thor,Kenneth Branagh,115,Adventure|Fantasy|Action,Marvel Studios|Marvel Entertainment,4485,6.5,2011,145409706.38872,430524218.471298
49530,3.596188,In Time,Andrew Niccol,109,Action|Thriller|Science Fiction,Regency Enterprises|Strike Entertainment|New Regency Pictures,2068,6.6,2011,38775921.7036588,168607979.30916798
47327,3.355611,Drive Angry,Patrick Lussier,105,Fantasy|Thriller|Action|Crime,Summit Entertainment|Saturn Films|Nu Image Films|Millennium Films|Michael De Luca Productions,378,5.3,2011,48469902.12957361,28046043.4988289
27582,3.1866790000000003,The Mechanic,Simon West,93,Action|Thriller|Crime,CBS Films|Millennium Films|Chartoff-Winkler Productions|Scared Productions|Nu Image Entertainment GmbH,678,6.3,2011,38775921.7036588,49507940.33936679
45612,2.9944740000000003,Source Code,Duncan Jones,93,Thriller|Science Fiction|Mystery,The Mark Gordon Company|Vendome Pictures,1668,7.0,2011,31020737.362927094,142824028.081522
56292,2.9527400000000004,Mission: Impossible - Ghost Protocol,Brad Bird,133,Action|Thriller|Adventure,Paramount Pictures|Skydance Productions|Bad Robot|TC Productions|Revolution Sun Studios,3036,6.7,2011,140562716.17576298,673453790.734105
50646,2.924415,"Crazy, Stupid, Love.",Glenn Ficarra|John Requa,118,Comedy|Drama|Romance,Warner Bros.,1577,6.9,2011,48469902.12957361,138479670.753648
65754,2.776061,The Girl with the Dragon Tattoo,David Fincher,158,Thriller|Crime|Mystery|Drama,Columbia Pictures|Scott Rudin Productions|Film Rites|Metro-Goldwyn-Mayer (MGM)|Yellow Bird,1679,7.1,2011,87245823.83323249,225498881.314658
51876,2.754426,Limitless,Neil Burger,105,Thriller|Mystery|Science Fiction,Rogue Pictures|Relativity Media|Virgin Produced|Many Rivers Productions|Boy of the Year,2445,7.0,2011,26173747.1499697,156896544.871496
49444,2.726573,Kung Fu Panda 2,Jennifer Yuh,91,Animation|Family,DreamWorks Animation,1207,6.6,2011,145409706.38872,645320794.169652
50546,2.690458,Just Go With It,Dennis Dugan,117,Romance|Comedy,Columbia Pictures|Happy Madison Productions,1010,6.3,2011,77551843.4073177,208341483.062677
51540,2.686643,Horrible Bosses,Seth Gordon,98,Comedy|Crime,New Line Cinema|Rat Entertainment,1417,6.4,2011,33928931.490701504,113419570.983202
39254,2.657014,Real Steel,Shawn Levy,127,Action|Science Fiction|Drama,DreamWorks SKG|21 Laps Entertainment|Reliance Entertainment|Touchstone Pictures|ImageMovers,1856,6.5,2011,106633784.685061,290110305.86447
50544,2.633754,Friends with Benefits,Will Gluck,109,Comedy,Castle Rock Entertainment|Screen Gems|Olive Bridge Entertainment,1366,6.5,2011,33928931.490701504,145878667.232795
52449,2.6042490000000003,Bad Teacher,Jake Kasdan,92,Comedy,Columbia Pictures|Mosaic Media Group,953,5.4,2011,19387960.8518294,209581425.557985
58574,2.579776,Sherlock Holmes: A Game of Shadows,Guy Ritchie,129,Adventure|Action|Crime|Mystery,Village Roadshow Pictures|Silver Pictures|Lin Pictures|Warner Bros.|Wigram Productions,2710,6.9,2011,121174755.323934,324375126.021745
49013,2.454226,Cars 2,John Lasseter|Brad Lewis,106,Animation|Family|Adventure|Comedy,Walt Disney Pictures|Pixar Animation Studios,1277,5.8,2011,193879608.518294,542719816.822545
44912,2.419805,Green Lantern,Martin Campbell,114,Adventure|Action|Thriller|Science Fiction,De Line Pictures|Warner Bros.|DC Entertainment,1654,5.1,2011,193879608.518294,213123295.798241
45243,2.4115330000000004,The Hangover Part II,Todd Phillips,102,Comedy,Legendary Pictures|Living Films|Green Hat Films|Warner Bros.,2601,6.1,2011,77551843.4073177,246669134.754083
41630,2.252505,No Strings Attached,Ivan Reitman,108,Comedy|Romance,"Paramount Pictures|Spyglass Entertainment|Katalyst Films|Cold Spring Pictures|Montecito Picture Company, The",859,6.1,2011,24234951.064786807,143258069.269306
17578,2.2343,The Adventures of Tintin,Steven Spielberg,107,Adventure|Animation|Action|Family|Mystery,Paramount Pictures|Columbia Pictures|WingNut Films|Amblin Entertainment|Nickelodeon Movies,1448,6.6,2011,126021745.536891,360557976.788733
55721,2.208685,Bridesmaids,Paul Feig,125,Romance|Comedy,Universal Pictures|Relativity Media|Apatow Productions,1145,6.5,2011,31505436.3842228,279558422.711832
48988,2.164361,Hall Pass,Bobby Farrelly|Peter Farrelly,105,Comedy,New Line Cinema|Conundrum Entertainment,423,5.4,2011,34898329.533293,80615852.76007009
37686,2.026717,Super 8,J.J. Abrams,112,Thriller|Science Fiction|Mystery,Paramount Pictures|Amblin Entertainment|Bad Robot|K/O Camera Toys,1527,6.6,2011,48469902.12957361,252136540.68369704
23629,1.972826,Sucker Punch,Zack Snyder,110,Action|Fantasy|Thriller,Legendary Pictures|Warner Bros.|Lennox House Films|Cruel and Unusual Films,1007,5.9,2011,79490639.49250071,87044675.6781908
49730,1.934043,Red Riding Hood,Catherine Hardwicke,100,Thriller,Appian Way|Warner Bros.|Random Films,533,5.5,2011,40714717.7888418,86433625.3160237
50619,1.888096,The Twilight Saga: Breaking Dawn - Part 1,Bill Condon,117,Adventure|Fantasy|Romance,Summit Entertainment|Sunswept Entertainment|Total Entertainment|TSBD Canada Productions|Zohar International,1658,5.8,2011,106633784.685061,690378003.1951362
76025,1.885979,Shame,Steve McQueen,100,Drama,HanWay Films|UK Film Council|Alliance Films|See-Saw Films|Film4,458,6.9,2011,6301087.27684457,17152213.9112496
58224,1.825552,Mr. Popper's Penguins,Mark Waters,94,Comedy|Family,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Dune Entertainment III,465,5.7,2011,53316892.3425309,181628117.584104
8967,1.821261,The Tree of Life,Terrence Malick,139,Drama|Fantasy,Fox Searchlight,582,6.5,2011,31020737.362927094,53001087.6646037
46529,1.794214,I Am Number Four,D.J. Caruso,109,Action|Thriller|Science Fiction|Adventure,DreamWorks SKG|Reliance BIG Entertainment|Bay Films|Touchstone Pictures,1016,6.0,2011,48469902.12957361,140071066.570502
46195,1.710793,Rio,Carlos Saldanha,96,Animation|Adventure|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation,1530,6.5,2011,87245823.83323249,469804957.11383
74643,1.6444720000000002,The Artist,Michel Hazanavicius,100,Drama|Comedy|Romance,France 3 CinÃ©ma|La Petite Reine|Studio 37|uFilm|Jouror Productions,651,7.2,2011,14540970.638872,129349549.423789
38317,1.64314,Zookeeper,Frank Coraci,102,Comedy|Romance|Family,Columbia Pictures|Happy Madison Productions|Sony Pictures Releasing|Broken Road Productions|Metro-Goldwyn-Mayer (MGM),327,5.4,2011,77551843.4073177,164654932.103361
49849,1.6402560000000002,Cowboys & Aliens,Jon Favreau,119,Action|Science Fiction|Thriller|Western,Imagine Entertainment|DreamWorks SKG|Universal Pictures|platinum studios|Reliance Entertainment,1363,5.4,2011,158011880.94241002,169472419.65629
57212,1.592819,War Horse,Steven Spielberg,146,Drama|War,"DreamWorks SKG|Amblin Entertainment|Reliance Entertainment|Kennedy/Marshall Company, The",611,6.9,2011,63980270.8110371,172150434.096443
40807,1.531633,50/50,Jonathan Levine,100,Comedy|Drama,Summit Entertainment|Mandate Pictures,773,6.8,2011,7755184.34073177,37988560.1336993
44896,1.499109,Rango,Gore Verbinski,107,Animation|Comedy|Family|Western|Adventure,Paramount Pictures|Nickelodeon Movies|GK Films|Blind Wink|Paramount Animation,1385,6.5,2011,130868735.749848,238204949.164766
49520,1.493933,The Change-Up,David Dobkin,112,Comedy,Universal Pictures|Original Film|Relativity Media|Big Kid Pictures,440,5.9,2011,50408698.2147565,73141505.9404712
44826,1.488615,Hugo,Martin Scorsese,126,Adventure|Drama|Family,Paramount Pictures|Infinitum Nihil|GK Films,1257,6.8,2011,164797667.24055,180085229.47590402
50348,1.482692,The Lincoln Lawyer,Brad Furman,119,Crime|Drama|Thriller,Lakeshore Entertainment|Sidney Kimmel Entertainment|Lionsgate,582,6.9,2011,38775921.7036588,82799096.133265
71676,1.481016,Ghost Rider: Spirit of Vengeance,Mark Neveldine|Brian Taylor,95,Action|Fantasy|Thriller,Columbia Pictures|Imagenation Abu Dhabi FZ|Marvel Entertainment|Marvel Knights|Hyde Park Entertainment,752,4.7,2011,55255688.4277139,144651011.857676
51828,1.470363,One Day,Lone Scherfig,107,Drama|Romance,Film 4|Color Force,591,6.9,2011,14540970.638872,57572000.1008174
